"Pincode","AreaCode","ProcessCode","HubZoneName","HubCity","HubState","COD","PrePaid","HasReversePickUpService"
"756139","","","East","TIHIDI","ORISSA","True","True","True"
"756167","","","East","TIHIDI","ORISSA","True","True","True"
"766036","","","East","SINDHEKELA","ORISSA","True","True","True"
"766118","","1","East","KHARIAR","ORISSA","True","True",""
"754214","RSC/Kendrapara","E/A-77/11B","East","KENDRAPARA","ORISSA","True","True","True"
"743609","","","East","JOYNAGAR","WEST BENGAL","True","True","True"
"805133","","","East","HISUA","BIHAR","True","True","True"
"805109","","","East","HISUA","BIHAR","True","True","True"
"805122","","","East","HISUA","BIHAR","True","True","True"
"759025","","","East","DHENKANAL","ORISSA","True","True","True"
"767019","","","East","BIRMAHARAJPUR","ORISSA","True","True","True"
"768032","","","East","BARPALI","ORISSA","True","True","True"
"412302","","","West","PUNE","MAHARASHTRA","True","True","True"
"412217","","","West","PUNE","MAHARASHTRA","True","True","True"
"395650","","W/A-25/3A","West","VYARA GUJ","GUJARAT","True","True","True"
"394652","","W/A-25/3A","West","VYARA GUJ","GUJARAT","True","True","True"
"362133","","","West","VISHAVADAR","GUJARAT","True","True","True"
"362132","","","West","VISHAVADAR","GUJARAT","True","True","True"
"362111","","","West","VISHAVADAR","GUJARAT","True","True","True"
"384270","RSC/Unjha","W/A-24/8A","West","Unjha","GUJARAT","True","True","True"
"384312","RSC/Unjha","W/A-24/8A","West","Unjha","GUJARAT","True","True","True"
"394218","","","West","SURAT","GUJARAT","True","True","True"
"470881","","","Central","TENDUKHEDA","MADHYA PRADESH","True","True","True"
"495556","","","Central","SHIVARINARAYAN","CHHATTISGARH","True","True","True"
"495554","","","Central","SHIVARINARAYAN","CHHATTISGARH","True","True","True"
"143149","","","North","BEAS","PUNJAB","True","True","True"
"143118","","","North","BEAS","PUNJAB","True","True","True"
"488220","RSC/Panna","C/A-40/3B","Central","Panna","MADHYA PRADESH","True","True","True"
"132036","","","North","NISSING","HARYANA","True","True","True"
"364298","RSC/Mahuva","W/A-24/6B","West","MAHUVA","GUJARAT","True","True","True"
"364297","RSC/Mahuva","W/A-24/6B","West","MAHUVA","GUJARAT","True","True","True"
"364296","RSC/Mahuva","W/A-24/6B","West","MAHUVA","GUJARAT","True","True","True"
"364293","RSC/Mahuva","W/A-24/6B","West","MAHUVA","GUJARAT","True","True","True"
"364292","RSC/Mahuva","W/A-24/6B","West","MAHUVA","GUJARAT","True","True","True"
"363426","RSC/Limdi","W/A-24/11C","West","LIMDI","GUJARAT","True","True","True"
"363424","RSC/Limdi","W/A-24/11C","West","LIMDI","GUJARAT","True","True","True"
"132112","RSC/Gharaunda","N/A-03/4A","North","GHARAUNDA","HARYANA","True","True","True"
"363315","RSC/Dharangathra","W/A-24/5B","West","DHARANGATHRA","GUJARAT","True","True","True"
"363312","RSC/Dharangathra","W/A-24/5B","West","DHARANGATHRA","GUJARAT","True","True","True"
"431735","","","West","AUNDHA NAGNATH","MAHARASHTRA","True","True","True"
"244304","RSC/Shambhal","N/A-06/4C","North","Shambhal","UTTAR PRADESH","True","True","True"
"244303","RSC/Shambhal","N/A-06/4C","North","Shambhal","UTTAR PRADESH","True","True","True"
"734215","","","East","SUKIAPOKHRI","WEST BENGAL","True","True","True"
"734216","","","East","SUKIAPOKHRI","WEST BENGAL","True","True","True"
"734221","","","East","SUKIAPOKHRI","WEST BENGAL","True","True","True"
"416518","","","West","SHIRODA","MAHARASHTRA","True","True","True"
"416517","","","West","SHIRODA","MAHARASHTRA","True","True","True"
"416513","","","West","SHIRODA","MAHARASHTRA","True","True","True"
"273161","","","North","AANAND NAGAR","UTTAR PRADESH","True","True","True"
"273158","","","North","AANAND NAGAR","UTTAR PRADESH","True","True","True"
"273155","","","North","AANAND NAGAR","UTTAR PRADESH","True","True","True"
"176038","","","North","RANITAL","HIMACHAL PRADESH","True","True","True"
"176054","","","North","RANITAL","HIMACHAL PRADESH","True","True","True"
"176029","","","North","RANITAL","HIMACHAL PRADESH","True","True","True"
"184205","","","North","MANPUR","JAMMU AND KASHMIR","True","True","True"
"184204","","","North","MANPUR","JAMMU AND KASHMIR","True","True","True"
"184203","","","North","MANPUR","JAMMU AND KASHMIR","True","True","True"
"184202","","","North","MANPUR","JAMMU AND KASHMIR","True","True","True"
"624211","","","South-2","AYYAMPALYAM","TAMIL NADU","True","True","True"
"624204","","","South-2","AYYAMPALYAM","TAMIL NADU","True","True","True"
"143503","","","North","KATHUNANGAL","PUNJAB","True","True","True"
"143607","","","North","KATHUNANGAL","PUNJAB","True","True","True"
"143504","","","North","KATHUNANGAL","PUNJAB","True","True","True"
"431514","","","West","GANGAKHED","MAHARASHTRA","True","True","True"
"412806","","","West","MAHABALESHWAR","MAHARASHTRA","True","True","True"
"413523","","","West","KINGAON","MAHARASHTRA","True","True","True"
"416120","","","West","SHIROL","MAHARASHTRA","True","True","True"
"416401","","","West","MAHISHAL","MAHARASHTRA","True","True","True"
"416409","","","West","MAHISHAL","MAHARASHTRA","True","True","True"
"509217","","","South-1","SHABAD TG","TELANGANA","True","True","True"
"177211","","","North","BARUHI","HIMACHAL PRADESH","True","True","True"
"174316","","","North","BARUHI","HIMACHAL PRADESH","True","True","True"
"174314","","","North","BARUHI","HIMACHAL PRADESH","True","True","True"
"742163","","","East","BELDANGA","WEST BENGAL","True","True","True"
"742133","","","East","BELDANGA","WEST BENGAL","True","True","True"
"742189","","","East","BELDANGA","WEST BENGAL","True","True","True"
"848203","","","East","BAKHRI","BIHAR","True","True","True"
"848201","","","East","BAKHRI","BIHAR","True","True","True"
"854317","","","East","BARSOI","BIHAR","True","True","True"
"414205","","","West","PATODA","MAHARASHTRA","True","True","True"
"414204","","","West","PATODA","MAHARASHTRA","True","True","True"
"387240","","","West","TARAPUR","GUJARAT","True","True","True"
"388160","","","West","TARAPUR","GUJARAT","True","True","True"
"388170","","","West","TARAPUR","GUJARAT","True","True","True"
"388180","","","West","TARAPUR","GUJARAT","True","True","True"
"805158","","","East","BRAHMPUR BH","BIHAR","True","True","True"
"396310","","","West","BILIMORA","GUJARAT","True","True","True"
"335021","","","North","SAMEJA","RAJASTHAN","True","True","True"
"813103","","","East","BANKA","BIHAR","True","True","True"
"813101","","","East","BANKA","BIHAR","True","True","True"
"813102","","","East","BANKA","BIHAR","True","True","True"
"203002","RSC/Bulandshahr","N/A-06/8B","North","BULANDSHAHR","UTTAR PRADESH","True","True","True"
"504308","","","South-1","ICHODA","TELANGANA","True","True","True"
"517592","RSC/Puttur","S1/A-45/12A","South-1","Puttur","ANDHRA PRADESH","True","True","True"
"635652","","","South-2","UTHANGARAI","TAMIL NADU","True","True","True"
"635602","","","South-2","UTHANGARAI","TAMIL NADU","True","True","True"
"560112","","","South-2","TAVAREKERE","KARNATAKA","True","True","True"
"144625","","","North","SULTANPUR LODHI","PUNJAB","True","True","True"
"144629","","","North","SULTANPUR LODHI","PUNJAB","True","True","True"
"227808","","","North","SULTANPUR","UTTAR PRADESH","True","True","True"
"174310","RSC/Anandpur Sahib","N/A-12/3B","North","Anandpur Sahib","PUNJAB","True","True","True"
"345023","","","North","JAISALMER","RAJASTHAN","True","True","True"
"695506","","","South-2","PARASSALA","KERALA","True","True","True"
"695508","","","South-2","PARASSALA","KERALA","True","True","True"
"690571","","","South-2","PANDALAM","KERALA","True","True","True"
"124129","RSC/Meham","N/A-02/6C","North","MEHAM","HARYANA","True","True","True"
"171209","","","North","MASHOBRA","HIMACHAL PRADESH","True","True","True"
"171201","","","North","MASHOBRA","HIMACHAL PRADESH","True","True","True"
"626149","","","South-2","VIRUDHUNAGAR","TAMIL NADU","True","True","True"
"695528","","","South-2","TRIVANDRUM","KERALA","True","True","True"
"583276","RSC/Hospet1","S2/A-61/3A","South-2","HOSPET","KARNATAKA","True","True","True"
"583239","RSC/Hospet1","S2/A-61/3A","South-2","HOSPET","KARNATAKA","True","True","True"
"583215","RSC/Hospet1","S2/A-61/3A","South-2","HOSPET","KARNATAKA","True","True","True"
"583221","RSC/Hospet1","S2/A-61/3A","South-2","HOSPET","KARNATAKA","True","True","True"
"583225","RSC/Hospet1","S2/A-61/3A","South-2","HOSPET","KARNATAKA","True","True","True"
"783361","","","North East","GOSSAIGAON","ASSAM","True","True","True"
"227412","","","North","GAURIGANJ","UTTAR PRADESH","True","True","True"
"711310","","","East","FULESWAR","WEST BENGAL","True","True","True"
"711305","","","East","FULESWAR","WEST BENGAL","True","True","True"
"688539","","S2/A-65/12C","South-2","CHERTHALA","KERALA","True","True","True"
"688528","","S2/A-65/12C","South-2","CHERTHALA","KERALA","True","True","True"
"321025","BHP","N/A-11/9B","North","Bharatpur","RAJASTHAN","True","True","True"
"321303","BHP","N/A-11/9B","North","Bharatpur","RAJASTHAN","True","True","True"
"206242","","","North","BAKEWAR","UTTAR PRADESH","True","True","True"
"311204","","","North","BADNOR","RAJASTHAN","True","True","True"
"222175","","","North","BADLAPUR","UTTAR PRADESH","True","True","True"
"143606","","","North","AJNALA","PUNJAB","True","True","True"
"723201","","","East","JHALDA","WEST BENGAL","True","True","True"
"735230","","","East","JALPAIGURI","WEST BENGAL","True","True","True"
"742169","","","East","LALGOLA","WEST BENGAL","True","True","True"
"241304","","","North","NAIMISHARANYA","UTTAR PRADESH","True","True","True"
"261402","","","North","NAIMISHARANYA","UTTAR PRADESH","True","True","True"
"261401","","","North","NAIMISHARANYA","UTTAR PRADESH","True","True","True"
"246455","","","North","KARNAPRAYAG","UTTAR PRADESH","True","True","True"
"246429","","","North","KARNAPRAYAG","UTTAR PRADESH","True","True","True"
"246444","","","North","KARNAPRAYAG","UTTAR PRADESH","True","True","True"
"455111","","","Central","DEWAS","MADHYA PRADESH","True","True","True"
"455115","","","Central","DEWAS","MADHYA PRADESH","True","True","True"
"460330","","","Central","CHICHOLI","MADHYA PRADESH","True","True","True"
"313603","","","North","BHINDER","RAJASTHAN","True","True","True"
"229129","","","North","SALON","UTTAR PRADESH","True","True","True"
"229401","","","North","UNCHAHAR","UTTAR PRADESH","True","True","True"
"229127","","","North","SALON","UTTAR PRADESH","True","True","True"
"502270","","","South-1","TEKMAL","TELANGANA","True","True","True"
"502303","","","South-1","TEKMAL","TELANGANA","True","True","True"
"431715","","","West","MUKHED","MAHARASHTRA","True","True","True"
"502302","","","South-1","TEKMAL","TELANGANA","True","True","True"
"335802","","","North","GOLUWALA","RAJASTHAN","True","True","True"
"341507","","","North","RENWAL","RAJASTHAN","True","True","True"
"303603","","","North","RENWAL","RAJASTHAN","True","True","True"
"342306","","","North","TIWARI","RAJASTHAN","True","True","True"
"274408","","","North","BHARKULWA","UTTAR PRADESH","True","True","True"
"306306","RSC/Sojat","N/A-10/1C","North","SOJAT CITY","RAJASTHAN","True","True","True"
"221711","","","North","RASRA","UTTAR PRADESH","True","True","True"
"144034","","","North","NOORMAHAL","PUNJAB","True","True","True"
"144415","RSC/Nawanshahr","N/A-13/11A","North","NAWANSAHAR","PUNJAB","True","True","True"
"341026","RSC/Nagaur","N/A-10/9A","North","NAGAUR","RAJASTHAN","True","True","True"
"334602","","","North","LUNKARANSAR","RAJASTHAN","True","True","True"
"322022","RSC/Lalsot","N/A-11/8C","North","LALSOT","RAJASTHAN","True","True","True"
"205303","","","North","KUSMARA","UTTAR PRADESH","True","True","True"
"303905","JAI/SNG","N/A-09/3A","North","JAIPUR","RAJASTHAN","True","True","True"
"122105","","","North","DHARUHERA","HARYANA","True","True","True"
"304803","RSC/Deoli Raj","N/A-11/6C","North","DEOLI RAJ","RAJASTHAN","True","True","True"
"304802","RSC/Deoli Raj","N/A-11/6C","North","DEOLI RAJ","RAJASTHAN","True","True","True"
"332710","","","North","DANTARAMGARH","RAJASTHAN","True","True","True"
"206241","","","North","BITHUNA","UTTAR PRADESH","True","True","True"
"206252","","","North","BITHUNA","UTTAR PRADESH","True","True","True"
"303008","","","North","BAGRU","RAJASTHAN","True","True","True"
"785638","","","North East","TEOK","ASSAM","True","True","True"
"144105","","","North","ADAMPUR","PUNJAB","True","True","True"
"146112","","","North","ADAMPUR","PUNJAB","True","True","True"
"785677","","","North East","MORAN","ASSAM","True","True","True"
"785678","","","North East","MORAN","ASSAM","True","True","True"
"785629","","","North East","MARIANI","ASSAM","True","True","True"
"785003","JOR","NE/A-94/3C","North East","JORHAT","ASSAM","True","True","True"
"623709","RMT","S2/A-68/6C","South-2","RAMANATHAPURAM","TAMIL NADU","True","True","True"
"623710","RMT","S2/A-68/6C","South-2","RAMANATHAPURAM","TAMIL NADU","True","True","True"
"623713","RMT","S2/A-68/6C","South-2","RAMANATHAPURAM","TAMIL NADU","True","True","True"
"623719","RMT","S2/A-68/6C","South-2","RAMANATHAPURAM","TAMIL NADU","True","True","True"
"623721","RMT","S2/A-68/6C","South-2","RAMANATHAPURAM","TAMIL NADU","True","True","True"
"627725","RMT","S2/A-68/6C","South-2","RAMANATHAPURAM","TAMIL NADU","True","True","True"
"624507","DDG","S2/A-67/2A","South-2","Dindigul","TAMIL NADU","True","True","True"
"624625","DDG","S2/A-67/2A","South-2","Dindigul","TAMIL NADU","True","True","True"
"625112","IXM","S2/A-68/1A","South-2","Madurai","TAMIL NADU","True","True","True"
"626702","IXM","S2/A-68/1A","South-2","Madurai","TAMIL NADU","True","True","True"
"626706","IXM","S2/A-68/1A","South-2","Madurai","TAMIL NADU","True","True","True"
"722159","RSC/Bankura","E/A-80/11C","East","Bankura","WEST BENGAL","True","True","True"
"735503","RSC/Bankura","E/A-80/11C","East","Bankura","WEST BENGAL","True","True","True"
"735505","RSC/Bankura","E/A-80/11C","East","Bankura","WEST BENGAL","True","True","True"
"484885","","","Central","RAJENDRAGRAM","MADHYA PRADESH","True","True","True"
"457551","","","Central","PIPLODA","MADHYA PRADESH","True","True","True"
"768232","JHS1","","East","JHARSUGUDA","ORISSA","True","True","True"
"712617","","","East","KHANAKUL","WEST BENGAL","True","True","True"
"481991","","","Central","SHAHPURA SER","MADHYA PRADESH","True","True","True"
"625303","IXM","S2/A-68/1A","South-2","Madurai","TAMIL NADU","True","True","True"
"625304","IXM","S2/A-68/1A","South-2","Madurai","TAMIL NADU","True","True","True"
"626717","IXM","S2/A-68/1A","South-2","Madurai","TAMIL NADU","True","True","True"
"626719","IXM","S2/A-68/1A","South-2","Madurai","TAMIL NADU","True","True","True"
"764040","","","East","JEYPORE","ORISSA","True","True","True"
"764081","","","East","JEYPORE","ORISSA","True","True","True"
"721161","","","East","BHAGABANPUR","WEST BENGAL","True","True","True"
"721434","","","East","BHAGABANPUR","WEST BENGAL","True","True","True"
"721642","","","East","BHAGABANPUR","WEST BENGAL","True","True","True"
"629183","","","South-2","KANYAKUMARI","TAMIL NADU","True","True","True"
"629196","","","South-2","KANYAKUMARI","TAMIL NADU","True","True","True"
"629509","","","South-2","KANYAKUMARI","TAMIL NADU","True","True","True"
"629664","","","South-2","KANYAKUMARI","TAMIL NADU","True","True","True"
"825107","","","East","ISRI BAZAR","JHARKHAND","True","True","True"
"461222","","","Central","SEONI MALWA","MADHYA PRADESH","True","True","True"
"441216","RSC/Tumsar","C/A-38/5A","Central","Tumsar","MAHARASHTRA","True","True","True"
"606123","CDL","S1/A-45/6C","South-1","Cuddalore","TAMIL NADU","True","True","True"
"627763","KRR","S2/A-67/4B","South-2","Karur","TAMIL NADU","True","True","True"
"722103","RSC/Bankura","E/A-80/11C","East","Bankura","WEST BENGAL","True","True","True"
"451338","RSC/Khargone","C/A-36/4A","Central","KHRAGONE","MADHYA PRADESH","True","True","True"
"451341","RSC/Khargone","C/A-36/4A","Central","KHRAGONE","MADHYA PRADESH","True","True","True"
"451376","RSC/Khargone","C/A-36/4A","Central","KHRAGONE","MADHYA PRADESH","True","True","True"
"451381","RSC/Khargone","C/A-36/4A","Central","KHRAGONE","MADHYA PRADESH","True","True","True"
"451411","RSC/Khargone","C/A-36/4A","Central","KHRAGONE","MADHYA PRADESH","True","True","True"
"451435","RSC/Khargone","C/A-36/4A","Central","KHRAGONE","MADHYA PRADESH","True","True","True"
"441115","RSC/Umred","C/A-38/12C","Central","UMRED","MAHARASHTRA","True","True","True"
"457662","RSC/Jhabua","C/A-36/9B","Central","JHABUA","MADHYA PRADESH","True","True","True"
"457664","RSC/Jhabua","C/A-36/9B","Central","JHABUA","MADHYA PRADESH","True","True","True"
"457665","RSC/Jhabua","C/A-36/9B","Central","JHABUA","MADHYA PRADESH","True","True","True"
"457780","RSC/Jhabua","C/A-36/9B","Central","JHABUA","MADHYA PRADESH","True","True","True"
"457880","RSC/Jhabua","C/A-36/9B","Central","JHABUA","MADHYA PRADESH","True","True","True"
"460329","RSC/Shahpur","N/A-13/10B","North","SHAHPUR","HIMACHAL PRADESH","True","True","True"
"460400","RSC/Shahpur","N/A-13/10B","North","SHAHPUR","HIMACHAL PRADESH","True","True","True"
"721460","RSC/Henria","E/A-80/18C","East","CONTAI","WEST BENGAL","True","True","True"
"721461","RSC/Henria","E/A-80/18C","East","CONTAI","WEST BENGAL","True","True","True"
"721462","RSC/Henria","E/A-80/18C","East","CONTAI","WEST BENGAL","True","True","True"
"721464","RSC/Henria","E/A-80/18C","East","CONTAI","WEST BENGAL","True","True","True"
"721465","RSC/Henria","E/A-80/18C","East","CONTAI","WEST BENGAL","True","True","True"
"453552","RSC/Limbodi","C/A-36/9A","Central","LIMBODI","MADHYA PRADESH","True","True","True"
"464556","RSC/Raisen","C/A-35/2B","Central","RAISEN","MADHYA PRADESH","True","True","True"
"460660","RSC/Multai","C/A-35/6C","Central","MULTAI","MADHYA PRADESH","True","True","True"
"460667","RSC/Multai","C/A-35/6C","Central","MULTAI","MADHYA PRADESH","True","True","True"
"460669","RSC/Multai","C/A-35/6C","Central","MULTAI","MADHYA PRADESH","True","True","True"
"482016","JBL/MLJ","C/A-40/1B","Central","JABALPUR","MADHYA PRADESH","True","True","True"
"483050","JBL/MLJ","C/A-40/1B","Central","JABALPUR","MADHYA PRADESH","True","True","True"
"412415","RSC/Alephata","W/A-27/17B","West","ALEPHATA","MAHARASHTRA","True","True","True"
"454666","RSC/Badnawar","C/A-36/9C","Central","BADNAWAR","MADHYA PRADESH","True","True","True"
"454667","RSC/Badnawar","C/A-36/9C","Central","BADNAWAR","MADHYA PRADESH","True","True","True"
"454668","RSC/Badnawar","C/A-36/9C","Central","BADNAWAR","MADHYA PRADESH","True","True","True"
"454669","RSC/Badnawar","C/A-36/9C","Central","BADNAWAR","MADHYA PRADESH","True","True","True"
"454678","RSC/Badnawar","C/A-36/9C","Central","BADNAWAR","MADHYA PRADESH","True","True","True"
"454729","RSC/Badnawar","C/A-36/9C","Central","BADNAWAR","MADHYA PRADESH","True","True","True"
"454730","RSC/Badnawar","C/A-36/9C","Central","BADNAWAR","MADHYA PRADESH","True","True","True"
"454749","RSC/Badnawar","C/A-36/9C","Central","BADNAWAR","MADHYA PRADESH","True","True","True"
"491665","","","Central","DONGARGARH","CHHATTISGARH","True","True","True"
"458224","","","Central","MANASA","MADHYA PRADESH","True","True","True"
"458232","","","Central","MANASA","MADHYA PRADESH","True","True","True"
"458254","","","Central","MANASA","MADHYA PRADESH","True","True","True"
"458265","","","Central","MANASA","MADHYA PRADESH","True","True","True"
"458272","","","Central","MANASA","MADHYA PRADESH","True","True","True"
"463120","","","Central","BERASIA","MADHYA PRADESH","True","True","True"
"201101","","","North","BAGHPAT","UTTAR PRADESH","True","True","True"
"460111","","","Central","BHAINSDEHI","MADHYA PRADESH","True","True","True"
"460226","","","Central","BHAINSDEHI","MADHYA PRADESH","True","True","True"
"629188","","","South-2","KARUNAGAL","TAMIL NADU","True","True","True"
"394631","","","West","ANKLESHWAR","GUJARAT","True","True","True"
"784119","","","North East","DHEKIAJULI","ASSAM","True","True","True"
"784152","","","North East","DHEKIAJULI","ASSAM","True","True","True"
"626151","","","South-2","VIRUDHUNAGAR","TAMIL NADU","True","True","True"
"626164","","","South-2","VIRUDHUNAGAR","TAMIL NADU","True","True","True"
"626168","","","South-2","VIRUDHUNAGAR","TAMIL NADU","True","True","True"
"626170","","","South-2","VIRUDHUNAGAR","TAMIL NADU","True","True","True"
"626178","","","South-2","VIRUDHUNAGAR","TAMIL NADU","True","True","True"
"628308","","","South-2","VIRUDHUNAGAR","TAMIL NADU","True","True","True"
"394242","VAP","W/A-21/10B","West","Vapi","GUJARAT","True","True","True"
"394243","VAP","W/A-21/10B","West","Vapi","GUJARAT","True","True","True"
"394244","VAP","W/A-21/10B","West","Vapi","GUJARAT","True","True","True"
"614820","TNJ","S2/A-67/3A","South-2","Thanjavur","TAMIL NADU","True","True","True"
"603404","TLR","S1/A-44/8B","South-1","TIRUVALLUR","TAMIL NADU","True","True","True"
"474041","GWL","C/A-39/1B","Central","Gwalior","MADHYA PRADESH","True","True","True"
"474050","GWL","C/A-39/1B","Central","Gwalior","MADHYA PRADESH","True","True","True"
"474055","GWL","C/A-39/1B","Central","Gwalior","MADHYA PRADESH","True","True","True"
"686694","THP","S2/A-65/5B","South-2","THODUPUZHA","KERALA","True","True","True"
"686695","THP","S2/A-65/5B","South-2","THODUPUZHA","KERALA","True","True","True"
"686698","THP","S2/A-65/5B","South-2","THODUPUZHA","KERALA","True","True","True"
"686721","THP","S2/A-65/5B","South-2","THODUPUZHA","KERALA","True","True","True"
"686723","THP","S2/A-65/5B","South-2","THODUPUZHA","KERALA","True","True","True"
"686726","THP","S2/A-65/5B","South-2","THODUPUZHA","KERALA","True","True","True"
"686730","THP","S2/A-65/5B","South-2","THODUPUZHA","KERALA","True","True","True"
"466003","RSC/Sehore","C/A-35/5A","Central","SEHORE","MADHYA PRADESH","True","True","True"
"466011","RSC/Sehore","C/A-35/5A","Central","SEHORE","MADHYA PRADESH","True","True","True"
"466644","RSC/Sehore","C/A-35/5A","Central","SEHORE","MADHYA PRADESH","True","True","True"
"465977","RSC/Sehore","C/A-35/5A","Central","SEHORE","MADHYA PRADESH","True","True","True"
"788731","RSC/Hailakandi","NE/A-95/1A","North East","HAILAKANDI","ASSAM","True","True","True"
"691300","RSC/KOTTARAKKARA","S2/A-65/7B","South-2","KOLLAM","KERALA","True","True","True"
"691320","RSC/KOTTARAKKARA","S2/A-65/7B","South-2","KOLLAM","KERALA","True","True","True"
"691335","RSC/KOTTARAKKARA","S2/A-65/7B","South-2","KOLLAM","KERALA","True","True","True"
"691514","RSC/KOTTARAKKARA","S2/A-65/7B","South-2","KOLLAM","KERALA","True","True","True"
"691605","RSC/KOTTARAKKARA","S2/A-65/7B","South-2","KOLLAM","KERALA","True","True","True"
"691623","RSC/KOTTARAKKARA","S2/A-65/7B","South-2","KOLLAM","KERALA","True","True","True"
"691624","RSC/KOTTARAKKARA","S2/A-65/7B","South-2","KOLLAM","KERALA","True","True","True"
"691641","RSC/KOTTARAKKARA","S2/A-65/7B","South-2","KOLLAM","KERALA","True","True","True"
"582127","RSC/NARGUND","S2/A-61/4A","South-2","NARGUND","KARNATAKA","True","True","True"
"582241","RSC/NARGUND","S2/A-61/4A","South-2","NARGUND","KARNATAKA","True","True","True"
"582236","RSC/NARGUND","S2/A-61/4A","South-2","NARGUND","KARNATAKA","True","True","True"
"396025","VAL","W/A-21/10C","West","Valsad","GUJARAT","True","True","True"
"492017","RSC/New Raipur","C/A-41/7C","Central","RAIPUR","CHHATTISGARH","True","True","True"
"492021","RSC/New Raipur","C/A-41/7C","Central","RAIPUR","CHHATTISGARH","True","True","True"
"492100","RSC/New Raipur","C/A-41/7C","Central","RAIPUR","CHHATTISGARH","True","True","True"
"492104","RSC/New Raipur","C/A-41/7C","Central","RAIPUR","CHHATTISGARH","True","True","True"
"492105","RSC/New Raipur","C/A-41/7C","Central","RAIPUR","CHHATTISGARH","True","True","True"
"492106","RSC/New Raipur","C/A-41/7C","Central","RAIPUR","CHHATTISGARH","True","True","True"
"492107","RSC/New Raipur","C/A-41/7C","Central","RAIPUR","CHHATTISGARH","True","True","True"
"493002","RSC/New Raipur","C/A-41/7C","Central","RAIPUR","CHHATTISGARH","True","True","True"
"493004","RSC/New Raipur","C/A-41/7C","Central","RAIPUR","CHHATTISGARH","True","True","True"
"491996","RSC/New Raipur","C/A-41/7C","Central","RAIPUR","CHHATTISGARH","True","True","True"
"783386","RSC/Bongaigaon","NE/A-94/8A","North East","Bongaigaon","ASSAM","True","True","True"
"495687","RSC/Champa","C/A-41/2C","Central","Champa","CHHATTISGARH","True","True","True"
"495689","RSC/Champa","C/A-41/2C","Central","Champa","CHHATTISGARH","True","True","True"
"444507","RSC/Washim","C/A-38/7B","Central","Washim","MAHARASHTRA","True","True","True"
"480669","RSC/Seoni","C/A-40/1C","Central","Seoni","MADHYA PRADESH","True","True","True"
"480664","RSC/Seoni","C/A-40/1C","Central","Seoni","MADHYA PRADESH","True","True","True"
"425127","JLG","W/A-29/8B","West","Jalgaon","MAHARASHTRA","True","True","True"
"441608","RSC/Gondia","C/A-38/4B","Central","Gondia","MAHARASHTRA","True","True","True"
"400201","THN/GHO","W/A-21/1B","West","THANE","MAHARASHTRA","True","True","True"
"400209","THN/GHO","W/A-21/1B","West","THANE","MAHARASHTRA","True","True","True"
"416235","RSC/NIPPANI","W/A-30/3A","South-2","Nipani","KARNATAKA","True","True","True"
"591228","RSC/NIPPANI","W/A-30/3A","South-2","Nipani","KARNATAKA","True","True","True"
"591229","RSC/NIPPANI","W/A-30/3A","South-2","Nipani","KARNATAKA","True","True","True"
"591238","RSC/NIPPANI","W/A-30/3A","South-2","Nipani","KARNATAKA","True","True","True"
"635127","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"635130","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"635708","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"635709","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"635755","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"635757","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"635758","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"635816","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"635817","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"635818","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"635309","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"635310","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"635311","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"635826","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"636802","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"636816","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"636821","DPI","S2/A-67/9C","South-2","Dharmapuri","TAMIL NADU","True","True","True"
"457886","RSC/Alirajpur","C/A-36/6A","Central","ALIRAJPUR","MADHYA PRADESH","True","True","True"
"457889","RSC/Alirajpur","C/A-36/6A","Central","ALIRAJPUR","MADHYA PRADESH","True","True","True"
"457890","RSC/Alirajpur","C/A-36/6A","Central","ALIRAJPUR","MADHYA PRADESH","True","True","True"
"457891","RSC/Alirajpur","C/A-36/6A","Central","ALIRAJPUR","MADHYA PRADESH","True","True","True"
"457892","RSC/Alirajpur","C/A-36/6A","Central","ALIRAJPUR","MADHYA PRADESH","True","True","True"
"816123","RSC/Dumka Bazar","E/A-78/5B","East","DUMKA","JHARKHAND","True","True","True"
"816124","RSC/Dumka Bazar","E/A-78/5B","East","DUMKA","JHARKHAND","True","True","True"
